status	platforms	file	case
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > live stdio subscription coalesces duplicate changes and refreshes without reconnect
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > malformed stdio response with missing jsonrpc fails deferred activation and reaps the child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > malformed stdio response with missing result and error fails deferred activation and reaps the child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > malformed stdio response with result and error together fails deferred activation and reaps the child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > malformed stdio response with wrong jsonrpc fails deferred activation and reaps the child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > managed child uses only its captured MCP tools resources prompts and completion view
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > method-not-found discovery negotiates the latest supported legacy stdio version
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > negotiated 2025-06 treats a URL-required error as an ordinary failure
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > negotiated 2025-11 URL-required error retries only after manual confirmation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > noninteractive fx ask returns typed input-required without fabricating a continuation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > operation timeout bounds a blocked stdin write and reaps the child
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > optional profile failure allows the TUI turn with degraded health
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > persistent child admits a feature-only MCP server without tool access
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > persistent child with no configured MCP runtime fails closed before transport
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > persistent scoped search refreshes only its admitted stale MCP server
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > repository-local MCP configuration never launches a process or network request
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > required profile startup failure blocks fx ask before any Gateway request
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > required profile startup failure blocks the TUI before any Gateway request
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > revoked persistent authority prevents stdio recovery effects
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > stale resource catalogs survive exhausted stdio recovery
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > stalled recovery preserves startup timeout and local cancellation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > successful discovery selects the latest legacy version from an oldest-first list
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > terminal fx ask cancels stalled optional MCP startup before its model request
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > terminal fx ask starts an unused optional MCP server before its model request
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI calls the modern stdio fixture through the shared runtime
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI cancels a stalled stdio request and accepts a follow-up prompt
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI cancels stalled recovery without waiting for its operation deadline
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI exposes namespaced MCP resource prompt and completion commands
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI resumes exact modern resource and prompt MRTR operations
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI shows a safe MCP failure detail while preserving model context
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI shows exact dynamic MCP arguments before human approval
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the TUI validates and submits a modern MCP form elicitation
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the first dynamic call after MCP reload returns selection recovery guidance
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > the real dispatcher keeps reversed concurrent responses and progress correlated
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > third equivalent dynamic MCP failure is blocked before transport
pass	all	mcp-stdio.test.ts	modern MCP stdio compatibility > top-level mcp add persists stdio and a later ask calls it
pass	all	notifications.test.ts	/sound toggles both events immediately and persists the profile
pass	all	notifications.test.ts	fx ask correlates permission attention and turn-end notifications
pass	all	notifications.test.ts	fx ask keeps redirected stdout JSON and stderr byte-clean with notifications enabled
pass	all	notifications.test.ts	notifications sound handler runs after a real interactive turn
pass	all	notifications.test.ts	notifications sound handler runs once when a real permission blocks
macos-aarch64=pass;linux-x86_64=skip;linux-aarch64=skip	all	oauth-keychain-migration.test.ts	OAuth Keychain cleanup survives a failure after migration
macos-aarch64=pass;linux-x86_64=skip;linux-aarch64=skip	all	oauth-keychain-migration.test.ts	OAuth file migration survives restart and logout in an isolated Keychain account
pass	all	permission-errors.test.ts	generic permission typed errors > JSON and quiet permission prompting remain fail-closed without a TTY or explicit opt in
pass	all	permission-errors.test.ts	generic permission typed errors > JSON prompt-permissions approval and denial preserve stdout and exact execution
pass	all	permission-errors.test.ts	generic permission typed errors > JSON prompt-permissions does not prompt after repeated advisory cautions
pass	all	permission-errors.test.ts	generic permission typed errors > quiet prompt-permissions approval and denial keep stdout empty
pass	all	permission-errors.test.ts	generic permission typed errors > returns typed JSON for denied terminal
pass	all	prompt-history.test.ts	prompt history > accepted prompts and slash commands survive restart
pass	all	prompt-history.test.ts	prompt history > read-only prompt-history bootstrap does not create state in an unwritable home
pass	all	prompt-history.test.ts	prompt history > recording can be disabled from settings
pass	all	prompt-history.test.ts	prompt history > startup scans beyond one mebibyte of newer interleaved workspace records
pass	all	session-recovery.test.ts	session recovery > cross-workspace recovery preserves both resume-last pointers
pass	all	session-recovery.test.ts	session recovery > doctor removes only a validated noncurrent watermark
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_commit_intent_remove
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_commit_intent_sync
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_event_append
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_event_sync
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_target_namespace_sync
pass	all	session-recovery.test.ts	session recovery > model commit recovers after process death at after_watermark_rename
pass	all	session-recovery.test.ts	session recovery > process death after authority intent leaves a fenced orphan for writable resolution
pass	all	session-recovery.test.ts	session recovery > process death at after_event_append leaves an uncommitted orphan
pass	all	session-recovery.test.ts	session recovery > process death at after_event_sync leaves an uncommitted orphan
pass	all	session-recovery.test.ts	session recovery > process death at after_watermark_rename leaves an uncommitted orphan
pass	all	session-recovery.test.ts	session recovery > session recover copies a corrupt-watermark session without changing its source
pass	all	session-recovery.test.ts	session recovery > writable load confirms proposed authority after after_authority_intent_remove
pass	all	session-recovery.test.ts	session recovery > writable load confirms proposed authority after after_authority_marker_rename
pass	all	session-recovery.test.ts	session recovery > writable load confirms proposed authority after after_authority_namespace_sync
pass	all	terminal-host.test.ts	Bash and zsh preserve trusted normal startup and controlled clean startup
pass	all	terminal-host.test.ts	accepted operation_execution failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	accepted response_encoding failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	accepted response_write failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	accepted result_allocation failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	accepted task_allocation failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	accepted worker_start failure disconnects once and leaves later mutation progress
pass	all	terminal-host.test.ts	alternate-screen host loss keeps tmux facts but reports unprovable modes
pass	all	terminal-host.test.ts	checked cleanup failure wins over incomplete delivery and retains recovery intent
pass	all	terminal-host.test.ts	checked tmux close recovery retains cleanup intent until a clean retry
pass	all	terminal-host.test.ts	client reconciles an idle-retiring host before admitting a request
pass	all	terminal-host.test.ts	completed sessions recycle capacity and release every native backend resource
pass	all	terminal-host.test.ts	concurrent sessions survive disconnect and complete waits independently
pass	all	terminal-host.test.ts	current client permits graceful close and rejects force close on signal limited host
pass	all	terminal-host.test.ts	current client rejects same revision host without complete signal capability before start
pass	all	terminal-host.test.ts	direct human leases keep the owning model observational
pass	all	terminal-host.test.ts	durable authority survives reconnect and rejects every foreign scope
pass	all	terminal-host.test.ts	explicit tmux backend is isolated and reports exact command exit
pass	all	terminal-host.test.ts	fatal host drain timeout exits before shared-state teardown
pass	all	terminal-host.test.ts	force close reaches a background job outside the shell process group
pass	all	terminal-host.test.ts	force close reports incomplete refresh descendant and shell delivery
pass	all	terminal-host.test.ts	fresh hidden host is singular, correlated, reconnectable, private, and idle-clean
pass	all	terminal-host.test.ts	fresh private client reloads owner-scoped authority without retaining proof
pass	all	terminal-host.test.ts	host crash closes the liveness channel and kills the terminal process group
pass	all	terminal-host.test.ts	host handshake is ready before slow durable recovery
pass	all	terminal-host.test.ts	host remains authoritative until natural backend cleanup finishes
pass	all	terminal-host.test.ts	idle shutdown survives removal of the endpoint directory
pass	all	terminal-host.test.ts	incompatible live host is preserved and never replaced
pass	all	terminal-host.test.ts	incompatible tmux fails explicitly without native fallback
pass	all	terminal-host.test.ts	interactive writes preserve mappings and large output rotates durable segments
pass	all	terminal-host.test.ts	lazy private client starts once, reconnects, and leaves the host independent
pass	all	terminal-host.test.ts	long profile homes use distinct private transport roots and retain durable ownership
pass	all	terminal-host.test.ts	long-home tmux survives host restart with transport-only runtime state
pass	all	terminal-host.test.ts	long-home transport roots reject symlink and non-private components without mutation
pass	all	terminal-host.test.ts	malformed close recovery cleans only its tmux owner and preserves a live sibling
pass	all	terminal-host.test.ts	missing tmux fails explicitly without changing native selection
pass	all	terminal-host.test.ts	native PTY starts in the requested cwd and reports exact command exit
pass	all	terminal-host.test.ts	new client to previous host negotiates the highest shared revision
pass	all	terminal-host.test.ts	official client retains every reserved outcome through the exact capacity boundary
pass	all	terminal-host.test.ts	owner catalog keeps every matching session after the first exits and closes
pass	all	terminal-host.test.ts	previous client to new host negotiates the highest shared revision
pass	all	terminal-host.test.ts	private client replaces an endpoint only after dead identity and free-lock proof
pass	all	terminal-host.test.ts	private screen snapshots and native cursor replies use the real PTY
pass	all	terminal-host.test.ts	private screen text grid matches an actual tmux capture
pass	all	terminal-host.test.ts	private tmux teardown owns partial recovery resources
pass	all	terminal-host.test.ts	process-token capture failure kills and reaps before returning failure
pass	all	terminal-host.test.ts	protocol fixtures advertise exact evidence and interoperate in both directions
pass	all	terminal-host.test.ts	reopened cancellation reports open failure and terminates an abandoned response
pass	all	terminal-host.test.ts	resized screen checkpoint survives a fresh host without raw reflow
pass	all	terminal-host.test.ts	revision four client cannot opt into Part 8 tmux recovery
pass	all	terminal-host.test.ts	revoke and close quiesce writes already queued under stale authority
pass	all	terminal-host.test.ts	signal reaches a background job outside the shell process group
macos-aarch64=skip;linux-x86_64=pass;linux-aarch64=pass	all	terminal-host.test.ts	signal reaches a child forked by a non-leader thread
pass	all	terminal-host.test.ts	startup recovery failure exits before stalled client teardown
macos-aarch64=skip;linux-x86_64=pass;linux-aarch64=pass	all	terminal-host.test.ts	terminal helpers keep running after the on-disk fx binary is replaced
pass	all	terminal-host.test.ts	tmux command release completes within the marker acknowledgment window
pass	all	terminal-host.test.ts	tmux first shell marker can arrive after the acknowledgment-duration boundary
pass	all	terminal-host.test.ts	tmux foreground handoff failure reaps group and direct-fallback attempts twice
macos-aarch64=skip;linux-x86_64=pass;linux-aarch64=pass	all	terminal-host.test.ts	tmux foreground handoff resumes a stopped same-group descendant
pass	all	terminal-host.test.ts	tmux foreground race resumes the exact SIGTTIN group and reports command exit
pass	all	terminal-host.test.ts	tmux marker and capture peers are deadline-bounded and clean every failed attempt twice
pass	all	terminal-host.test.ts	tmux recovers every durable starting boundary
pass	all	terminal-host.test.ts	tmux recovery records one raw gap and refuses an unprovable screen
pass	all	terminal-host.test.ts	tmux recovery rejects a replaced pane without signaling it
pass	all	terminal-host.test.ts	tmux recovery retains a prepared session when failure follows release
pass	all	terminal-host.test.ts	tmux repeated force-close cycles leave no fx server
pass	all	terminal-host.test.ts	tmux resize checkpoint failures roll back without losing control
pass	all	terminal-host.test.ts	transient tmux recovery failures preserve the pane and retry state
pass	all	terminal-host.test.ts	writes resize waits cancellation signals and close remain session-scoped
pass	all	tmux-helpers.test.ts	held gateway response disposes after its stream starts
pass	all	tmux-helpers.test.ts	held gateway response disposes before it is requested
pass	all	tmux-helpers.test.ts	launched process PID parsing requires one direct child
pass	all	tmux-helpers.test.ts	minimum history lines survive a fresh tmux server restart
pass	all	tmux-helpers.test.ts	observed command keeps wrapper signal diagnostics out of captured stderr
pass	all	tmux-helpers.test.ts	pane environment does not poison a shared tmux server
pass	all	tmux-helpers.test.ts	pane exit matching requires the expected observed status
pass	all	tmux-helpers.test.ts	tmux launch scrubs stale overrides without storing explicit credentials
pass	all	tmux-helpers.test.ts	unrequested held gateway response does not keep Bun alive
pass	all	tmux-helpers.test.ts	volatile token status rows stay narrowly classified
skip	all	tui-agent.test.ts	tui: agent prompt > agent responds to a simple question
pass	all	tui-auth-source-selection.test.ts	API key and fx login coexist through selection, restart, login, and logout
pass	all	tui-auth-source-selection.test.ts	Change team activates and persists fx login ahead of the environment
pass	all	tui-auth-source-selection.test.ts	ChatGPT response transport cancels blocked HTTP without stopping the shell
pass	all	tui-auth-source-selection.test.ts	ChatGPT tool loops round-trip encrypted reasoning without Gateway leakage
pass	all	tui-auth-source-selection.test.ts	Codex CLI browser login fetches raw models and replays one 401 without Gateway leakage
pass	all	tui-auth-source-selection.test.ts	Codex CLI login preserves durable auth but does not claim success when activation fails
pass	all	tui-auth-source-selection.test.ts	Codex automatic review uses gpt-5.4-mini while Gateway review stays untouched
pass	all	tui-auth-source-selection.test.ts	Codex rejects the vision fallback without another provider request
pass	all	tui-auth-source-selection.test.ts	Codex remains usable beyond Gateway observation capacity in one process
pass	all	tui-auth-source-selection.test.ts	Codex sign-in renders browser OAuth without a device code and cancels cleanly
pass	all	tui-auth-source-selection.test.ts	Grok 401 replay refuses a different account before the second provider send
pass	all	tui-auth-source-selection.test.ts	Grok CLI accepts an authorization code copied from the browser
pass	all	tui-auth-source-selection.test.ts	Grok CLI browser login fetches subscription models and replays one account-stable 401
pass	all	tui-auth-source-selection.test.ts	Grok CLI login preserves durable auth but does not claim success when activation fails
pass	all	tui-auth-source-selection.test.ts	Grok CLI sends verified images directly without advertising the vision fallback
pass	all	tui-auth-source-selection.test.ts	Grok automatic review reuses the admitted Grok model and never reaches Gateway
pass	all	tui-auth-source-selection.test.ts	Grok logout removes local credentials when remote revocation fails
pass	all	tui-auth-source-selection.test.ts	Grok model selection uses provider-advertised context and effort metadata
pass	all	tui-auth-source-selection.test.ts	Grok rejects the vision fallback because native image input owns OCR
pass	all	tui-auth-source-selection.test.ts	Grok resource exhaustion stays on-provider and leaves later input usable
pass	all	tui-auth-source-selection.test.ts	Grok tool loops round-trip encrypted reasoning without Gateway leakage
pass	all	tui-auth-source-selection.test.ts	HTTP auth failure names the selected source and suppresses provider detail
pass	all	tui-auth-source-selection.test.ts	direct login persists ahead of the environment until Automatic is selected
pass	all	tui-auth-source-selection.test.ts	empty model menu renders the ordinary public empty catalog status
pass	all	tui-auth-source-selection.test.ts	empty model menu renders the rejected credential empty fallback catalog status
pass	all	tui-auth-source-selection.test.ts	expired login refresh failure keeps one anonymous catalog request and blocks credits
pass	all	tui-auth-source-selection.test.ts	expired saved login discovers models without refreshing prompt credentials
pass	all	tui-auth-source-selection.test.ts	expired saved login refreshes for credits without restarting model warmup
pass	all	tui-auth-source-selection.test.ts	expired selected login preserves the prompt and avoids Gateway before explicit recovery
pass	all	tui-auth-source-selection.test.ts	first-run Vercel team Escape continues into the setup hub
pass	all	tui-auth-source-selection.test.ts	fx login bounds invalid OAuth client fallback to two device requests
pass	all	tui-auth-source-selection.test.ts	fx login does not fall back for another OAuth device error
pass	all	tui-auth-source-selection.test.ts	fx login falls back once when a custom OAuth client is invalid
pass	all	tui-auth-source-selection.test.ts	immediately expired refresh keeps model discovery anonymous and later prompts blocked
pass	all	tui-auth-source-selection.test.ts	inline sign-in renders the device flow and Ctrl+C cancels without a session
pass	all	tui-auth-source-selection.test.ts	interactive Codex login activates a Codex catalog model
pass	all	tui-auth-source-selection.test.ts	interactive Grok login activates Grok and setup round-trips without reauthentication
pass	all	tui-auth-source-selection.test.ts	interactive Grok login auto-expands for a bracketed-paste authorization code
pass	all	tui-auth-source-selection.test.ts	logout preserves an active API key when fx login is inactive
pass	all	tui-auth-source-selection.test.ts	logout recalculates auth when local cleanup cannot be completed
pass	all	tui-auth-source-selection.test.ts	logout rejects an invalid revocation endpoint and removes the active login
pass	all	tui-auth-source-selection.test.ts	logout removes an fx login rejected for unsafe permissions
pass	all	tui-auth-source-selection.test.ts	logout with the only credential keeps the shell open and reopens onboarding on the next prompt
pass	all	tui-auth-source-selection.test.ts	missing auth after deferred onboarding preserves the complete prompt
pass	all	tui-auth-source-selection.test.ts	model catalog warmup follows auth source changes exactly once
pass	all	tui-auth-source-selection.test.ts	model discovery remains available before login
pass	all	tui-auth-source-selection.test.ts	prompt refresh replaces an expired public catalog with the selected team catalog
pass	all	tui-auth-source-selection.test.ts	ready team catalog downgrades after fx login expiry and refresh failure
pass	all	tui-auth-source-selection.test.ts	rejected catalog credential renders the degraded public fallback notice
pass	all	tui-auth-source-selection.test.ts	saved provider switching publishes Gateway, Codex, and Grok usage to one profile ledger
pass	all	tui-auth-source-selection.test.ts	searched Vercel login team stays open and loads private models
pass	all	tui-auth-source-selection.test.ts	setup hub exposes each child screen and Escape returns to the hub
pass	all	tui-auth-source-selection.test.ts	setup provider switch reauthenticates current Codex and replaces an unavailable model
macos-aarch64=skip;linux-x86_64=pass;linux-aarch64=pass	all	tui-auth-source-selection.test.ts	stored-key setup persists ahead of the environment
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > ACP blocks redirected output before creating a file
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > ACP completes more than twenty-five serial terminal calls when unlimited
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI /permissions ask preserves complete existing scrollback
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI always approval authorizes the matching command for the session
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI auto mode keeps tools active across unavailable reviews
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI automatic caution returns advice without prompting
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI cancellation aborts held automatic review and returns idle
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI completes a large terminal exec after one-time approval
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI control completes the same two-command batch with normal approvals
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI creates a private Markdown trace without a feedback CTA
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI feedback opens fx.sh without creating a trace or touching the clipboard
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI isolates approved foreground commands from terminal ownership
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI keeps amended feedback after a two-command result batch through both resume paths
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI keeps automatic review internal in compact and full transcripts
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI keeps command output exclusive to Ctrl-O through resize and resume
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI one-time approval executes the effectful command
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI preserves completed transcript when a later auto-approved command starts
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI requires approval before an effectful command can create a file
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI slash permission mode survives resume and gates a fresh effectful command
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI user-profile output preserves compact scrollback across slash commands
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI user-profile printf keeps compact output hidden and Ctrl-O complete
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI writes Gateway schema diagnostics to a trace after Gateway 400
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI yolo completes more than twenty-five serial user-profile commands when unlimited
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI yolo executes pwd through the default user profile without prompting
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI yolo returns every repeated user-profile command result to the model
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > TUI yolo user-profile command waits for authoritative arguments after streamed text
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > default fx ask defaults missing permission mode to auto
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask SIGINT during classifier wait terminates before decision or execution
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask and ACP send large automatic review packets before execution
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask automatic review receives the exact delegated command
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask blocks approval-bearing commands before side effects
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask blocks hostile git before any executable or repository access
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask defaults missing permission mode to auto through the classifier
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask does not retry a malformed classifier completion and safely replans
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask keeps parser hardening cases approval-bearing
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask preserves quoted shell metacharacters through the user profile
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask projects hostile ls filenames through the default user profile
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask provider failure never executes or enters malformed recovery
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask returns one malformed classifier completion to the agent without execution
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask terminal automatic caution returns advice without prompting
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask yolo completes more than ten serial user-profile commands when unlimited
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask yolo executes pwd through the default user profile with process-scoped replay
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > fx ask yolo returns repeated user-profile command results to the model
pass	all	tui-command-permissions.test.ts	effect-aware command permissions > interactive child approval uses the normal parent prompt
pass	all	tui-command-permissions.test.ts	volatile token status rows normalize before transcript grid comparison
pass	all	tui-composer-edit-contracts.test.ts	Alt+D stops before an adjacent registered image
pass	all	tui-composer-edit-contracts.test.ts	CRLF paste reaches Gateway as one logical newline
pass	all	tui-composer-edit-contracts.test.ts	Ctrl+K and Ctrl+Y restore an image attachment
pass	all	tui-composer-edit-contracts.test.ts	Ctrl+U and Ctrl+Y preserve oversized paste backing text
pass	all	tui-composer-edit-contracts.test.ts	Ctrl+U and Ctrl+Y preserve the selected duplicate skill source
pass	all	tui-composer-edit-contracts.test.ts	Ctrl+U and repeated Ctrl+Y restore image attachments with fresh ids
pass	all	tui-composer-edit-contracts.test.ts	Home End and control aliases stay on the current logical line
pass	all	tui-composer-edit-contracts.test.ts	absolute non-image path at prompt start reaches Gateway
pass	all	tui-composer-edit-contracts.test.ts	active paste keeps a trailing escape sequence out of response parsers
pass	all	tui-composer-edit-contracts.test.ts	composer shortcuts pressed immediately after Escape preserve input order
pass	all	tui-composer-edit-contracts.test.ts	direct multiline paste reaches Gateway with boundary whitespace intact
pass	all	tui-composer-edit-contracts.test.ts	embedded paste terminator cannot execute its same-epoch suffix
pass	all	tui-composer-edit-contracts.test.ts	expanded paste accepts the exact composer byte limit
pass	all	tui-composer-edit-contracts.test.ts	expanded paste rejects one byte over the composer limit and recovers
pass	all	tui-composer-edit-contracts.test.ts	history recall keeps an oversized paste compact and editable
pass	all	tui-composer-edit-contracts.test.ts	history recall preserves duplicate skill provenance without showing it
pass	all	tui-composer-edit-contracts.test.ts	history recall preserves the composer when an image snapshot is corrupt
pass	all	tui-composer-edit-contracts.test.ts	history recall preserves the composer when an image snapshot is deleted
pass	all	tui-composer-edit-contracts.test.ts	history recall resubmits a real image under a fresh id
pass	all	tui-composer-edit-contracts.test.ts	image paths keep sentence punctuation and submit a file
pass	all	tui-composer-edit-contracts.test.ts	multi-megabyte bracketed paste survives edits and resize byte-for-byte
pass	all	tui-composer-edit-contracts.test.ts	oversized paste edits occur outside the registered placeholder
pass	all	tui-composer-edit-contracts.test.ts	skill entities survive file completion and stay atomic under word edits
pass	all	tui-composer-edit-contracts.test.ts	terminal characters stay atomic and Ctrl+K joins at EOL
pass	all	tui-composer-edit-contracts.test.ts	tiny clipped composer exposes hidden rows and preserves the submitted draft
pass	all	tui-composer-edit-contracts.test.ts	typed image lookalikes do not alias registered attachments
pass	all	tui-composer-edit-contracts.test.ts	typed paste lookalikes remain literal
pass	all	tui-composer-edit-contracts.test.ts	typed prompt above the old 4 KiB limit reaches Gateway byte-for-byte
pass	all	tui-composer-edit-contracts.test.ts	typed space claims a skill separator before forward deletion
pass	all	tui-composer-edit-contracts.test.ts	vertical movement stays outside an oversized paste placeholder
pass	all	tui-cost.test.ts	fx ask gives immediate generation reconciliation a bounded drain
pass	all	tui-cost.test.ts	fx ask settles authoritative stream usage without delayed reconciliation
pass	all	tui-cost.test.ts	fx usage reports a missing generation identity as incomplete
pass	all	tui-cost.test.ts	fx usage reports an unresolved delayed fallback as pending
pass	all	tui-cost.test.ts	tui: durable session cost > authoritative generation totals survive process resume
pass	all	tui-cost.test.ts	tui: durable session cost > pending generation reconciliation survives picker resume
pass	all	tui-cost.test.ts	tui: durable session cost > pending generation reconciliation survives startup resume
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > amended denial follows its denied result without executing the command
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval amendment Ctrl+Y cannot yank into the hidden composer
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval amendment accepts bracketed paste without executing early
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval amendment supports focused editor shortcut alias parity
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval digit submits immediately before ordinary modal input
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval fresh ESC restart keeps CSI-u digit tails isolated
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval hint keeps enter and esc guidance at 60x12
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval ignores encoded digits through resize thrash until a literal digit submits
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval ordinary typing stays modal-owned while Tab still amends
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval paste closes only on exact end markers at boundary cases
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval paste start re-synchronizes after an incomplete generic escape prefix
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval prompt discards bracketed paste controls and nested markers
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > approval raw CSI-u digit tails do not submit
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > command approval switches between inline and review on resize
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > composer paste start resets pending Ctrl+C and Esc gestures
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > exact-command option advertises Tab movement before denial amendment
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > false paste starts do not pin ownership under approval or question prompts
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > generic approval stays inline through resize and denial
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > kitty Escape cancels a question turn before a new prompt
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > long approval amendment keeps its tail and cursor visible before exact denial submission
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > long command approval keeps fragmented mouse scrolling inside the review
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > long command approval renders the complete command before a decision
